JE	1	1	accueil	je@accueil
AVION	2	1	accueil	avion@accueil
VELO	3	1	accueil	velo@accueil
BUS	1	2	accueil	bus@accueil
MOTO	2	2	accueil	moto@accueil
TRAIN	3	2	accueil	train@accueil
CAMION	1	3	accueil	camion@accueil
VOYAGER	2	3	accueil	voyager@accueil
PLUS	3	3	accueil	plus@accueil
